deal_id,company_id,company_name,segment,industry,employees,plan,stage,stage_order,amount,created_at,closed_at,is_closed,is_won,won_amount,days_to_close,sales_cycle_bucket,deal_quarter,deal_month,close_quarter,is_open,total_activities,total_calls,total_emails,total_meetings,total_demos,positive_outcomes,negative_outcomes,positive_outcome_pct
DEAL-0244,COMP-0265,Pereira,SMB,Healthtech,124,Pro,Closed Won,5,25483,2024-01-04,2024-01-29,True,True,25483,25,Ate 30 dias,Q1 2024,2024-01,Q1 2024,False,8,2,2,0,1,5,2,62.5
DEAL-0245,COMP-0022,Andrade Carvalho e Filhos,Mid-Market,Healthtech,3768,Starter,Qualified,2,3383,2023-01-12,,False,False,0,,Em andamento,Q1 2023,2023-01,,True,5,0,0,0,4,1,3,20.0
DEAL-0246,COMP-0263,Teixeira Vasconcelos S/A,Mid-Market,Healthtech,626,Starter,Qualified,2,2388,2024-04-06,,False,False,0,,Em andamento,Q2 2024,2024-04,,True,2,2,0,0,0,0,1,0.0
DEAL-0247,COMP-0156,Vargas S/A,Mid-Market,SaaS,3451,Pro,Qualified,2,16489,2023-03-13,,False,False,0,,Em andamento,Q1 2023,2023-03,,True,2,1,0,0,1,0,2,0.0
DEAL-0248,COMP-0200,Sales Castro S/A,SMB,Edtech,336,Enterprise,Proposal,3,71982,2023-03-24,,False,False,0,,Em andamento,Q1 2023,2023-03,,True,10,2,2,1,1,4,1,40.0
DEAL-0249,COMP-0219,Nunes S.A.,Mid-Market,Fintech,4092,Pro,Closed Won,5,22485,2022-01-19,2022-02-24,True,True,22485,36,31 a 60 dias,Q1 2022,2022-01,Q1 2022,False,5,1,2,2,0,2,3,40.0
DEAL-0250,COMP-0158,Santos,SMB,Edtech,2222,Starter,Qualified,2,4378,2023-05-15,,False,False,0,,Em andamento,Q2 2023,2023-05,,True,2,0,0,2,0,1,1,50.0
DEAL-0251,COMP-0096,Mendes da Luz e Filhos,Mid-Market,Healthtech,2699,Enterprise,Closed Lost,6,35991,2024-02-21,2024-03-28,True,False,0,36,31 a 60 dias,Q1 2024,2024-02,Q1 2024,False,6,1,3,2,0,1,2,16.7
DEAL-0252,COMP-0053,Rezende das Neves S/A,SMB,Edtech,3685,Starter,Negotiation,4,3383,2023-08-03,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,6,1,0,1,3,3,1,50.0
DEAL-0253,COMP-0041,da Costa Nascimento S.A.,Enterprise,Fintech,2563,Enterprise,Closed Won,5,63984,2024-02-07,2024-06-24,True,True,63984,138,Mais de 90 dias,Q1 2024,2024-02,Q2 2024,False,4,2,1,0,1,1,2,25.0
DEAL-0254,COMP-0185,da Paz,SMB,Healthtech,4976,Pro,Prospecting,1,25483,2023-01-30,,False,False,0,,Em andamento,Q1 2023,2023-01,,True,4,1,1,0,2,1,2,25.0
DEAL-0255,COMP-0089,Mendonça da Mata Ltda.,Mid-Market,SaaS,2907,Growth,Prospecting,1,10782,2022-07-16,,False,False,0,,Em andamento,Q3 2022,2022-07,,True,3,0,1,0,1,1,1,33.3
DEAL-0256,COMP-0086,Borges,Mid-Market,Edtech,4536,Growth,Negotiation,4,13178,2022-05-15,,False,False,0,,Em andamento,Q2 2022,2022-05,,True,3,0,3,0,0,1,1,33.3
DEAL-0257,COMP-0149,Araújo - ME,SMB,E-commerce,3031,Starter,Closed Won,5,1393,2023-03-13,2023-07-06,True,True,1393,115,Mais de 90 dias,Q1 2023,2023-03,Q3 2023,False,2,0,1,1,0,1,1,50.0
DEAL-0258,COMP-0292,Oliveira da Cunha S/A,SMB,Fintech,365,Starter,Negotiation,4,4776,2024-06-10,,False,False,0,,Em andamento,Q2 2024,2024-06,,True,5,2,0,1,0,1,1,20.0
DEAL-0259,COMP-0249,Azevedo e Filhos,SMB,E-commerce,4823,Pro,Closed Won,5,2998,2022-02-18,2022-06-22,True,True,2998,124,Mais de 90 dias,Q1 2022,2022-02,Q2 2022,False,10,1,6,2,1,6,2,60.0
DEAL-0260,COMP-0165,Aragão - ME,SMB,Fintech,711,Growth,Prospecting,1,5391,2022-04-22,,False,False,0,,Em andamento,Q2 2022,2022-04,,True,7,3,2,1,0,2,3,28.6
DEAL-0261,COMP-0204,Mendonça,Mid-Market,Fintech,3864,Pro,Negotiation,4,20986,2023-04-12,,False,False,0,,Em andamento,Q2 2023,2023-04,,True,6,0,1,3,2,3,3,50.0
DEAL-0262,COMP-0020,Moura - EI,Mid-Market,Healthtech,2203,Enterprise,Proposal,3,43989,2024-04-08,,False,False,0,,Em andamento,Q2 2024,2024-04,,True,3,0,1,2,0,2,1,66.7
DEAL-0263,COMP-0276,Moura e Filhos,SMB,E-commerce,1789,Starter,Prospecting,1,4179,2022-08-31,,False,False,0,,Em andamento,Q3 2022,2022-08,,True,8,1,0,2,2,2,1,25.0
DEAL-0264,COMP-0127,Cardoso,Mid-Market,E-commerce,4280,Starter,Closed Won,5,4577,2022-05-10,2022-10-13,True,True,4577,156,Mais de 90 dias,Q2 2022,2022-05,Q4 2022,False,3,1,0,0,0,0,3,0.0
DEAL-0265,COMP-0099,Sousa,SMB,E-commerce,1472,Starter,Closed Won,5,1990,2024-01-03,2024-05-17,True,True,1990,135,Mais de 90 dias,Q1 2024,2024-01,Q2 2024,False,5,1,2,1,1,2,0,40.0
DEAL-0266,COMP-0178,Rocha Rios S.A.,Enterprise,Edtech,2403,Starter,Closed Won,5,1990,2023-09-10,2024-02-19,True,True,1990,162,Mais de 90 dias,Q3 2023,2023-09,Q1 2024,False,4,3,0,0,0,2,0,50.0
DEAL-0267,COMP-0041,da Costa Nascimento S.A.,Enterprise,Fintech,2563,Enterprise,Closed Won,5,87978,2024-06-15,2024-09-27,True,True,87978,104,Mais de 90 dias,Q2 2024,2024-06,Q3 2024,False,2,0,1,0,1,0,1,0.0
DEAL-0268,COMP-0294,Ramos,Mid-Market,Healthtech,894,Growth,Prospecting,1,2995,2022-11-17,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,3,1,1,0,1,2,1,66.7
DEAL-0269,COMP-0037,Cavalcanti e Filhos,SMB,Fintech,4657,Growth,Closed Won,5,5990,2023-08-28,2024-02-13,True,True,5990,169,Mais de 90 dias,Q3 2023,2023-08,Q1 2024,False,3,1,1,0,1,1,1,33.3
DEAL-0270,COMP-0176,da Rocha Guerra S/A,SMB,Fintech,2486,Growth,Closed Won,5,2396,2024-02-04,2024-02-13,True,True,2396,9,Ate 30 dias,Q1 2024,2024-02,Q1 2024,False,4,0,0,1,2,1,2,25.0
DEAL-0271,COMP-0016,da Conceição,SMB,E-commerce,594,Starter,Prospecting,1,1990,2024-03-18,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,2,0,1,0,0,1,1,50.0
DEAL-0272,COMP-0133,Santos,SMB,Fintech,3451,Growth,Qualified,2,8386,2023-12-06,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,8,2,1,1,2,3,3,37.5
DEAL-0273,COMP-0200,Sales Castro S/A,SMB,Edtech,336,Growth,Closed Lost,6,3594,2024-11-15,2024-12-28,True,False,0,43,31 a 60 dias,Q4 2024,2024-11,Q4 2024,False,4,0,1,0,2,0,1,0.0
DEAL-0274,COMP-0229,Aragão,SMB,Fintech,3375,Growth,Qualified,2,2396,2023-06-02,,False,False,0,,Em andamento,Q2 2023,2023-06,,True,8,4,1,1,0,3,2,37.5
DEAL-0275,COMP-0291,Cardoso,SMB,E-commerce,4214,Enterprise,Qualified,2,83979,2022-04-22,,False,False,0,,Em andamento,Q2 2022,2022-04,,True,5,0,0,3,1,5,0,100.0
DEAL-0276,COMP-0213,Camargo S/A,SMB,Edtech,2973,Starter,Negotiation,4,1791,2023-08-19,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,6,1,1,2,1,3,1,50.0
DEAL-0277,COMP-0016,da Conceição,SMB,E-commerce,594,Pro,Prospecting,1,17988,2024-09-24,,False,False,0,,Em andamento,Q3 2024,2024-09,,True,8,2,1,1,2,2,6,25.0
DEAL-0278,COMP-0069,Freitas Cassiano Ltda.,SMB,E-commerce,1683,Starter,Qualified,2,1990,2023-04-26,,False,False,0,,Em andamento,Q2 2023,2023-04,,True,7,2,2,2,1,3,3,42.9
DEAL-0279,COMP-0061,Ramos,Mid-Market,Edtech,3996,Enterprise,Closed Won,5,59985,2023-02-01,2023-04-30,True,True,59985,88,61 a 90 dias,Q1 2023,2023-02,Q2 2023,False,9,1,5,2,1,1,2,11.1
DEAL-0280,COMP-0066,Moraes Siqueira Ltda.,SMB,Fintech,3317,Growth,Proposal,3,11381,2023-09-19,,False,False,0,,Em andamento,Q3 2023,2023-09,,True,8,2,0,2,2,1,6,12.5
DEAL-0281,COMP-0010,Lopes,Mid-Market,Healthtech,4402,Enterprise,Negotiation,4,23994,2023-10-10,,False,False,0,,Em andamento,Q4 2023,2023-10,,True,10,1,5,1,2,4,2,40.0
DEAL-0282,COMP-0091,Gomes,Enterprise,Fintech,3387,Growth,Prospecting,1,13777,2023-05-20,,False,False,0,,Em andamento,Q2 2023,2023-05,,True,7,2,2,0,2,2,1,28.6
DEAL-0283,COMP-0243,Araújo Oliveira Ltda.,SMB,Fintech,2010,Pro,Closed Won,5,7495,2024-06-12,2024-08-28,True,True,7495,77,61 a 90 dias,Q2 2024,2024-06,Q3 2024,False,2,1,0,1,0,1,0,50.0
DEAL-0284,COMP-0065,Silveira - ME,Enterprise,SaaS,1532,Enterprise,Closed Won,5,59985,2023-11-11,2024-03-19,True,True,59985,129,Mais de 90 dias,Q4 2023,2023-11,Q1 2024,False,2,1,0,0,1,1,0,50.0
DEAL-0285,COMP-0195,Garcia,SMB,Fintech,1230,Enterprise,Proposal,3,71982,2023-09-18,,False,False,0,,Em andamento,Q3 2023,2023-09,,True,3,0,0,2,1,0,2,0.0
DEAL-0286,COMP-0007,Ramos,Mid-Market,E-commerce,2286,Pro,Qualified,2,7495,2022-06-17,,False,False,0,,Em andamento,Q2 2022,2022-06,,True,6,2,0,2,2,2,2,33.3
DEAL-0287,COMP-0236,Mendonça,Mid-Market,E-commerce,2783,Starter,Closed Lost,6,4776,2023-02-07,2023-04-22,True,False,0,74,61 a 90 dias,Q1 2023,2023-02,Q2 2023,False,7,1,2,1,0,1,4,14.3
DEAL-0288,COMP-0085,da Paz Gonçalves - ME,SMB,Fintech,4479,Starter,Prospecting,1,3781,2022-02-08,,False,False,0,,Em andamento,Q1 2022,2022-02,,True,3,0,0,0,2,2,0,66.7
DEAL-0289,COMP-0138,Peixoto,SMB,E-commerce,3322,Starter,Negotiation,4,3582,2023-03-12,,False,False,0,,Em andamento,Q1 2023,2023-03,,True,5,4,1,0,0,0,2,0.0
DEAL-0290,COMP-0182,da Mata,SMB,SaaS,3292,Growth,Proposal,3,7188,2024-08-24,,False,False,0,,Em andamento,Q3 2024,2024-08,,True,2,0,1,1,0,0,1,0.0
DEAL-0291,COMP-0122,Barros S/A,SMB,SaaS,3749,Growth,Proposal,3,8985,2023-08-19,,False,False,0,,Em andamento,Q3 2023,2023-08,,True,9,1,0,2,3,3,2,33.3
DEAL-0292,COMP-0121,Silva,SMB,Edtech,3815,Enterprise,Negotiation,4,47988,2022-07-05,,False,False,0,,Em andamento,Q3 2022,2022-07,,True,3,0,1,0,1,0,2,0.0
DEAL-0293,COMP-0135,Cardoso,SMB,E-commerce,2456,Growth,Negotiation,4,10183,2023-05-05,,False,False,0,,Em andamento,Q2 2023,2023-05,,True,10,1,2,2,3,2,2,20.0
DEAL-0294,COMP-0122,Barros S/A,SMB,SaaS,3749,Growth,Qualified,2,11381,2022-11-23,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,5,1,2,1,0,1,2,20.0
DEAL-0295,COMP-0213,Camargo S/A,SMB,Edtech,2973,Pro,Closed Lost,6,2998,2022-10-27,2023-03-06,True,False,0,130,Mais de 90 dias,Q4 2022,2022-10,Q1 2023,False,5,2,1,0,0,0,3,0.0
DEAL-0296,COMP-0057,da Luz - ME,Enterprise,Fintech,1372,Growth,Qualified,2,1797,2024-09-25,,False,False,0,,Em andamento,Q3 2024,2024-09,,True,10,2,3,2,0,5,3,50.0
DEAL-0297,COMP-0078,Vargas - EI,SMB,SaaS,4542,Starter,Proposal,3,4378,2023-04-25,,False,False,0,,Em andamento,Q2 2023,2023-04,,True,8,2,2,3,1,3,5,37.5
DEAL-0298,COMP-0115,Costela Carvalho S/A,Mid-Market,Fintech,2552,Enterprise,Qualified,2,63984,2024-01-10,,False,False,0,,Em andamento,Q1 2024,2024-01,,True,3,0,2,1,0,1,0,33.3
DEAL-0299,COMP-0155,Andrade S.A.,SMB,E-commerce,574,Pro,Closed Lost,6,5996,2022-04-06,2022-04-23,True,False,0,17,Ate 30 dias,Q2 2022,2022-04,Q2 2022,False,3,0,2,1,0,1,0,33.3
DEAL-0300,COMP-0125,Martins Vieira Ltda.,Mid-Market,Edtech,3662,Pro,Closed Won,5,35976,2024-12-03,2025-05-21,True,True,35976,169,Mais de 90 dias,Q4 2024,2024-12,Q2 2025,False,2,0,1,0,1,2,0,100.0
DEAL-0301,COMP-0236,Mendonça,Mid-Market,E-commerce,2783,Enterprise,Proposal,3,83979,2022-12-23,,False,False,0,,Em andamento,Q4 2022,2022-12,,True,8,1,1,2,2,3,3,37.5
DEAL-0302,COMP-0067,Mendes,Enterprise,Edtech,2026,Pro,Proposal,3,19487,2022-06-09,,False,False,0,,Em andamento,Q2 2022,2022-06,,True,3,1,0,0,0,2,1,66.7
DEAL-0303,COMP-0073,Cardoso,SMB,Edtech,2182,Enterprise,Closed Lost,6,47988,2023-04-02,2023-08-19,True,False,0,139,Mais de 90 dias,Q2 2023,2023-04,Q3 2023,False,7,1,2,2,1,3,3,42.9
DEAL-0304,COMP-0144,Nascimento,SMB,Healthtech,2076,Enterprise,Closed Won,5,79980,2023-12-08,2024-04-17,True,True,79980,131,Mais de 90 dias,Q4 2023,2023-12,Q2 2024,False,8,1,0,3,2,2,2,25.0
DEAL-0305,COMP-0233,Silveira - ME,Mid-Market,Healthtech,826,Enterprise,Prospecting,1,23994,2022-10-12,,False,False,0,,Em andamento,Q4 2022,2022-10,,True,3,1,0,1,0,0,2,0.0
DEAL-0306,COMP-0251,Barbosa,Mid-Market,Fintech,3161,Pro,Qualified,2,10493,2024-11-19,,False,False,0,,Em andamento,Q4 2024,2024-11,,True,9,2,1,5,0,4,3,44.4
DEAL-0307,COMP-0083,da Mota e Filhos,Mid-Market,E-commerce,1333,Pro,Qualified,2,29980,2022-11-19,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,3,1,2,0,0,0,1,0.0
DEAL-0308,COMP-0137,Leão Ltda.,SMB,E-commerce,3580,Growth,Closed Won,5,8386,2022-08-31,2023-02-23,True,True,8386,176,Mais de 90 dias,Q3 2022,2022-08,Q1 2023,False,7,2,1,0,2,0,5,0.0
DEAL-0309,COMP-0146,Farias Castro e Filhos,SMB,SaaS,339,Enterprise,Closed Won,5,63984,2022-08-21,2022-12-29,True,True,63984,130,Mais de 90 dias,Q3 2022,2022-08,Q4 2022,False,7,1,2,1,2,2,0,28.6
DEAL-0310,COMP-0163,Leão,SMB,E-commerce,2126,Enterprise,Qualified,2,3999,2022-11-27,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,2,0,0,0,2,1,0,50.0
DEAL-0311,COMP-0165,Aragão - ME,SMB,Fintech,711,Growth,Qualified,2,2995,2022-09-19,,False,False,0,,Em andamento,Q3 2022,2022-09,,True,10,0,3,4,1,2,3,20.0
DEAL-0312,COMP-0171,Fogaça,SMB,Healthtech,2229,Growth,Closed Won,5,1198,2022-03-22,2022-08-22,True,True,1198,153,Mais de 90 dias,Q1 2022,2022-03,Q3 2022,False,2,1,1,0,0,2,0,100.0
DEAL-0313,COMP-0224,Caldeira,Enterprise,Edtech,2198,Enterprise,Qualified,2,79980,2023-01-04,,False,False,0,,Em andamento,Q1 2023,2023-01,,True,7,0,4,0,1,4,0,57.1
DEAL-0314,COMP-0221,Rezende Costa Ltda.,Enterprise,Fintech,3751,Pro,Closed Lost,6,4497,2022-02-08,2022-08-03,True,False,0,176,Mais de 90 dias,Q1 2022,2022-02,Q3 2022,False,4,2,1,0,1,1,3,25.0
DEAL-0315,COMP-0224,Caldeira,Enterprise,Edtech,2198,Enterprise,Qualified,2,23994,2024-08-23,,False,False,0,,Em andamento,Q3 2024,2024-08,,True,10,2,1,2,4,4,2,40.0
DEAL-0316,COMP-0150,Andrade Ltda.,Mid-Market,SaaS,1351,Growth,Qualified,2,11381,2024-04-21,,False,False,0,,Em andamento,Q2 2024,2024-04,,True,5,1,0,1,1,2,2,40.0
DEAL-0317,COMP-0223,Melo S.A.,Mid-Market,E-commerce,3409,Pro,Closed Won,5,8994,2023-01-08,2023-06-23,True,True,8994,166,Mais de 90 dias,Q1 2023,2023-01,Q2 2023,False,7,1,2,1,2,4,2,57.1
DEAL-0318,COMP-0042,Nogueira,Enterprise,E-commerce,3598,Starter,Closed Won,5,1592,2023-12-03,2024-04-04,True,True,1592,123,Mais de 90 dias,Q4 2023,2023-12,Q2 2024,False,5,0,2,2,0,2,0,40.0
DEAL-0319,COMP-0220,Azevedo,SMB,E-commerce,3413,Starter,Proposal,3,199,2022-09-28,,False,False,0,,Em andamento,Q3 2022,2022-09,,True,5,1,1,1,2,1,2,20.0
DEAL-0320,COMP-0096,Mendes da Luz e Filhos,Mid-Market,Healthtech,2699,Enterprise,Qualified,2,19995,2024-10-29,,False,False,0,,Em andamento,Q4 2024,2024-10,,True,5,1,1,1,0,1,3,20.0
DEAL-0321,COMP-0085,da Paz Gonçalves - ME,SMB,Fintech,4479,Starter,Closed Won,5,3582,2022-12-30,2023-05-07,True,True,3582,128,Mais de 90 dias,Q4 2022,2022-12,Q2 2023,False,3,2,1,0,0,2,1,66.7
DEAL-0322,COMP-0253,Leão Siqueira S.A.,SMB,E-commerce,189,Starter,Negotiation,4,3184,2022-08-29,,False,False,0,,Em andamento,Q3 2022,2022-08,,True,3,0,1,1,1,2,0,66.7
DEAL-0323,COMP-0266,da Paz Sampaio - EI,SMB,Healthtech,3029,Enterprise,Closed Won,5,67983,2022-01-03,2022-07-02,True,True,67983,180,Mais de 90 dias,Q1 2022,2022-01,Q3 2022,False,6,2,1,0,1,3,0,50.0
DEAL-0324,COMP-0122,Barros S/A,SMB,SaaS,3749,Enterprise,Proposal,3,31992,2022-03-30,,False,False,0,,Em andamento,Q1 2022,2022-03,,True,3,1,1,0,1,2,1,66.7
DEAL-0325,COMP-0288,Andrade das Neves S/A,SMB,Fintech,4833,Pro,Closed Lost,6,28481,2024-09-14,2024-12-27,True,False,0,104,Mais de 90 dias,Q3 2024,2024-09,Q4 2024,False,8,0,3,3,2,5,3,62.5
DEAL-0326,COMP-0298,Nunes S.A.,SMB,Edtech,4356,Growth,Closed Won,5,5391,2022-07-20,2022-11-12,True,True,5391,115,Mais de 90 dias,Q3 2022,2022-07,Q4 2022,False,10,1,1,5,2,3,3,30.0
DEAL-0327,COMP-0136,Borges,Mid-Market,Healthtech,4419,Starter,Negotiation,4,1990,2023-04-22,,False,False,0,,Em andamento,Q2 2023,2023-04,,True,2,2,0,0,0,0,0,0.0
DEAL-0328,COMP-0054,Aparecida,SMB,E-commerce,3799,Pro,Negotiation,4,10493,2024-04-16,,False,False,0,,Em andamento,Q2 2024,2024-04,,True,2,1,0,1,0,1,1,50.0
DEAL-0329,COMP-0242,da Conceição,SMB,SaaS,2413,Starter,Prospecting,1,3383,2022-01-15,,False,False,0,,Em andamento,Q1 2022,2022-01,,True,5,0,0,2,1,1,2,20.0
DEAL-0330,COMP-0256,Viana Lima - EI,SMB,Fintech,2063,Pro,Prospecting,1,20986,2023-02-25,,False,False,0,,Em andamento,Q1 2023,2023-02,,True,6,1,0,1,2,3,3,50.0
DEAL-0331,COMP-0014,Mendes Ltda.,Enterprise,Fintech,837,Enterprise,Proposal,3,83979,2022-11-13,,False,False,0,,Em andamento,Q4 2022,2022-11,,True,9,3,2,3,0,3,3,33.3
DEAL-0332,COMP-0170,Aparecida,SMB,E-commerce,3495,Enterprise,Negotiation,4,75981,2023-06-20,,False,False,0,,Em andamento,Q2 2023,2023-06,,True,2,0,0,2,0,1,1,50.0
DEAL-0333,COMP-0271,Dias,SMB,SaaS,2503,Enterprise,Proposal,3,27993,2023-07-19,,False,False,0,,Em andamento,Q3 2023,2023-07,,True,3,0,0,2,1,2,1,66.7
DEAL-0334,COMP-0252,Araújo S/A,SMB,Healthtech,4695,Growth,Proposal,3,7188,2024-09-15,,False,False,0,,Em andamento,Q3 2024,2024-09,,True,9,1,1,3,2,1,2,11.1
DEAL-0335,COMP-0145,Marques - EI,SMB,Edtech,436,Pro,Negotiation,4,14990,2024-09-17,,False,False,0,,Em andamento,Q3 2024,2024-09,,True,6,0,0,2,1,2,2,33.3
DEAL-0336,COMP-0054,Aparecida,SMB,E-commerce,3799,Growth,Negotiation,4,13178,2024-03-26,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,8,1,0,0,4,3,2,37.5
DEAL-0337,COMP-0227,Sampaio,SMB,Edtech,4461,Enterprise,Qualified,2,91977,2023-04-16,,False,False,0,,Em andamento,Q2 2023,2023-04,,True,2,0,1,0,1,1,1,50.0
DEAL-0338,COMP-0071,da Luz,SMB,SaaS,86,Enterprise,Closed Lost,6,43989,2022-07-25,2022-09-24,True,False,0,61,61 a 90 dias,Q3 2022,2022-07,Q3 2022,False,6,0,4,0,1,1,3,16.7
DEAL-0339,COMP-0190,Pacheco Alves e Filhos,SMB,Edtech,624,Enterprise,Closed Won,5,83979,2022-04-17,2022-06-04,True,True,83979,48,31 a 60 dias,Q2 2022,2022-04,Q2 2022,False,10,4,3,1,2,5,3,50.0
DEAL-0340,COMP-0005,Lima Fogaça S.A.,SMB,Edtech,3446,Growth,Prospecting,1,9584,2022-07-06,,False,False,0,,Em andamento,Q3 2022,2022-07,,True,10,4,1,0,2,5,3,50.0
DEAL-0341,COMP-0076,da Mota Caldeira e Filhos,Mid-Market,Edtech,74,Starter,Closed Lost,6,1791,2024-06-10,2024-07-09,True,False,0,29,Ate 30 dias,Q2 2024,2024-06,Q3 2024,False,9,0,2,3,2,1,2,11.1
DEAL-0342,COMP-0096,Mendes da Luz e Filhos,Mid-Market,Healthtech,2699,Starter,Qualified,2,4776,2022-06-13,,False,False,0,,Em andamento,Q2 2022,2022-06,,True,9,1,2,2,1,3,2,33.3
DEAL-0343,COMP-0061,Ramos,Mid-Market,Edtech,3996,Pro,Proposal,3,34477,2024-03-31,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,4,0,0,1,2,1,2,25.0
DEAL-0344,COMP-0052,Dias,SMB,E-commerce,905,Enterprise,Closed Lost,6,59985,2022-04-28,2022-06-18,True,False,0,51,31 a 60 dias,Q2 2022,2022-04,Q2 2022,False,10,3,2,2,1,4,2,40.0
DEAL-0345,COMP-0262,Farias Aragão Ltda.,Enterprise,Healthtech,2427,Pro,Prospecting,1,10493,2024-11-27,,False,False,0,,Em andamento,Q4 2024,2024-11,,True,4,0,2,0,2,1,1,25.0
DEAL-0346,COMP-0100,Araújo Pinto - ME,SMB,Edtech,3569,Growth,Prospecting,1,11980,2024-11-11,,False,False,0,,Em andamento,Q4 2024,2024-11,,True,4,1,0,1,1,1,1,25.0
DEAL-0347,COMP-0068,Sampaio e Filhos,Mid-Market,Healthtech,4791,Pro,Qualified,2,11992,2022-03-15,,False,False,0,,Em andamento,Q1 2022,2022-03,,True,9,2,2,1,1,5,1,55.6
DEAL-0348,COMP-0216,Aragão,SMB,Edtech,1970,Pro,Closed Won,5,19487,2022-11-19,2022-12-18,True,True,19487,29,Ate 30 dias,Q4 2022,2022-11,Q4 2022,False,5,0,0,1,2,2,0,40.0
DEAL-0349,COMP-0082,Câmara S/A,Mid-Market,SaaS,39,Enterprise,Proposal,3,75981,2024-03-20,,False,False,0,,Em andamento,Q1 2024,2024-03,,True,3,2,1,0,0,2,1,66.7
DEAL-0350,COMP-0163,Leão,SMB,E-commerce,2126,Starter,Qualified,2,597,2022-02-01,,False,False,0,,Em andamento,Q1 2022,2022-02,,True,7,0,3,2,0,2,3,28.6
DEAL-0351,COMP-0280,Casa Grande Rezende Ltda.,Enterprise,Healthtech,760,Pro,Negotiation,4,13491,2023-12-14,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,9,0,5,2,1,3,4,33.3
DEAL-0352,COMP-0086,Borges,Mid-Market,Edtech,4536,Enterprise,Qualified,2,51987,2023-02-03,,False,False,0,,Em andamento,Q1 2023,2023-02,,True,3,0,1,1,0,1,1,33.3
DEAL-0353,COMP-0213,Camargo S/A,SMB,Edtech,2973,Growth,Negotiation,4,8386,2023-06-19,,False,False,0,,Em andamento,Q2 2023,2023-06,,True,10,2,1,0,4,4,2,40.0
DEAL-0354,COMP-0226,Peixoto,Mid-Market,Healthtech,4422,Pro,Negotiation,4,16489,2022-05-29,,False,False,0,,Em andamento,Q2 2022,2022-05,,True,7,2,4,0,0,2,3,28.6
DEAL-0355,COMP-0111,da Paz - ME,SMB,Edtech,4979,Pro,Closed Lost,6,34477,2024-11-17,2025-01-28,True,False,0,72,61 a 90 dias,Q4 2024,2024-11,Q1 2025,False,4,0,1,1,1,2,1,50.0
DEAL-0356,COMP-0107,da Mota e Filhos,Mid-Market,E-commerce,3306,Enterprise,Proposal,3,31992,2024-02-12,,False,False,0,,Em andamento,Q1 2024,2024-02,,True,8,0,1,3,1,3,3,37.5
DEAL-0357,COMP-0097,Siqueira da Rosa S.A.,Mid-Market,E-commerce,2886,Starter,Closed Won,5,3184,2024-07-28,2024-11-29,True,True,3184,124,Mais de 90 dias,Q3 2024,2024-07,Q4 2024,False,2,0,0,2,0,1,0,50.0
DEAL-0358,COMP-0165,Aragão - ME,SMB,Fintech,711,Enterprise,Qualified,2,83979,2022-05-19,,False,False,0,,Em andamento,Q2 2022,2022-05,,True,4,1,0,1,0,3,1,75.0
DEAL-0359,COMP-0181,Mendes Sá - ME,SMB,SaaS,2078,Growth,Closed Won,5,6589,2023-03-28,2023-09-24,True,True,6589,180,Mais de 90 dias,Q1 2023,2023-03,Q3 2023,False,9,2,0,3,4,5,3,55.6
DEAL-0360,COMP-0267,Fogaça - EI,SMB,E-commerce,897,Starter,Proposal,3,4577,2023-12-25,,False,False,0,,Em andamento,Q4 2023,2023-12,,True,10,0,5,2,2,1,7,10.0
DEAL-0361,COMP-0034,Novaes,Mid-Market,Fintech,3073,Starter,Closed Won,5,2587,2023-05-24,2023-08-12,True,True,2587,80,61 a 90 dias,Q2 2023,2023-05,Q3 2023,False,10,1,0,4,1,4,3,40.0
DEAL-0362,COMP-0110,Alves - ME,SMB,SaaS,2499,Growth,Closed Won,5,9584,2023-12-02,2023-12-28,True,True,9584,26,Ate 30 dias,Q4 2023,2023-12,Q4 2023,False,6,2,1,0,2,2,1,33.3
DEAL-0363,COMP-0111,da Paz - ME,SMB,Edtech,4979,Pro,Proposal,3,8994,2023-03-24,,False,False,0,,Em andamento,Q1 2023,2023-03,,True,10,5,2,2,1,2,6,20.0
DEAL-0364,COMP-0129,Albuquerque,Mid-Market,Fintech,2235,Growth,Closed Lost,6,4792,2023-01-25,2023-06-08,True,False,0,134,Mais de 90 dias,Q1 2023,2023-01,Q2 2023,False,6,0,3,0,1,4,2,66.7
DEAL-0365,COMP-0031,Aragão Martins - EI,SMB,Healthtech,1305,Growth,Closed Won,5,4193,2023-06-28,2023-08-26,True,True,4193,59,31 a 60 dias,Q2 2023,2023-06,Q3 2023,False,7,1,1,3,1,1,2,14.3
DEAL-0366,COMP-0145,Marques - EI,SMB,Edtech,436,Starter,Closed Won,5,796,2023-12-31,2024-02-15,True,True,796,46,31 a 60 dias,Q4 2023,2023-12,Q1 2024,False,6,1,1,2,0,2,4,33.3
